,Number_offenses,Code,Code_Desc,Date,Time,Address,City,State,Zip,Code_Cat_abbrv,Crime Category,Crime Name,Address_numbers,Street_name
388302,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-05-11,1108.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
389417,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-05-07,1719.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
389868,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-05-05,2102.0, FARMINGTON DR / MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,, FARMINGTON DR / MONTICELLO RD
390281,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2020-05-04,1.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,2800.0,FAIRHAVEN AVE
390394,2.0,SERV-999,POLICE PHONE REPORT,2020-05-03,611.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FAIRHAVEN AVE
390419,1.0,DRUG-35A-4,DRUGS - MARIJUANA POSSESSION,2020-05-03,39.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,MARIJUANA POSSESSION,2800.0,FAIRHAVEN AVE
390444,1.0,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2020-05-03,611.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,TELEPHONE THREATS/ABUSE/OBSCENE,2800.0,FAIRHAVEN AVE
390445,2.0,DRUG-35B-3,DRUGS - RELATED - PARAPHERNALIA VIOLATION,2020-05-03,39.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,RELATED - PARAPHERNALIA VIOLATION,2800.0,FAIRHAVEN AVE
390490,2.0,SERV-999,POLICE PHONE REPORT,2020-05-03,2000.0, FORT DR / WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,, FORT DR / WILLIAMSBURG RD
390655,1.0,DRUG-35A-13,DRUGS - OTHER,2020-05-02,123.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OTHER,6000.0,WILLIAMSBURG RD
390766,2.0,SERV-44,COVID-19,2020-05-02,2352.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FAIRHAVEN AVE
390776,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-05-02,2352.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
392567,1.0,ASSLT-13B-2,ASSAULT - SIMPLE ASSAULT ON LEO,2020-04-25,244.0, FARMINGTON DR / TELEGRAPH RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,SIMPLE ASSAULT ON LEO,, FARMINGTON DR / TELEGRAPH RD
392947,1.0,PARK-90Z-2,PARKING - OTHER PARKING VIOLATION,2020-04-23,1124.0, EDGEHILL CT / EDGEHILL DR,ALEXANDRIA,VA,22303.0,PARK,PARKING,OTHER PARKING VIOLATION,, EDGEHILL CT / EDGEHILL DR
393873,1.0,SERV-44,COVID-19,2020-04-19,1639.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2900.0,FARMINGTON DR
393874,2.0,SERV-999,POLICE PHONE REPORT,2020-04-19,1639.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2900.0,FARMINGTON DR
394134,1.0,LARC-23-1,LARCENY - POCKET-PICKING,2020-04-18,100.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY,POCKET-PICKING,2800.0,FAIRHAVEN AVE
394135,2.0,SERV-999,POLICE PHONE REPORT,2020-04-18,100.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FAIRHAVEN AVE
395015,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-04-15,2102.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,MONTICELLO RD
395355,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-04-13,1310.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
396063,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-04-10,336.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,EDGEHILL CT
396420,1.0,LARC-23-11,"LARCENY - CHECKS, CREDIT CARDS, BANK NOTES, ETC.",2020-04-09,0.0,6000 MONTICELLO RD,ALEXANDRIA,VA,22303.0,LARC,LARCENY,"CHECKS, CREDIT CARDS, BANK NOTES, ETC.",6000.0,MONTICELLO RD
396421,2.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2020-04-09,0.0,6000 MONTICELLO RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,6000.0,MONTICELLO RD
399064,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-03-29,1619.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,MONTICELLO RD
399972,1.0,TAX-90Z-1,TAX - SOLICITATION/TAX VIOLATION,2020-03-24,1859.0, FAIRHAVEN AVE / WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,TAX,TAX,SOLICITATION/TAX VIOLATION,, FAIRHAVEN AVE / WILLIAMSBURG RD
401007,1.0,WEAP-520-9,WEAPONS - BRANDISHING,2020-03-19,1658.0,2800 FORT DR,ALEXANDRIA,VA,22303.0,WEAP,WEAPONS,BRANDISHING,2800.0,FORT DR
401686,1.0,SERV-1,SERVICE - POLICE SERVICE,2020-03-16,2233.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2800.0,FARMINGTON DR
402070,2.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2020-03-15,330.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,2800.0,FAIRHAVEN AVE
402071,1.0,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2020-03-15,330.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RUNNING AT LARGE/UNRESTRICTED,2800.0,FAIRHAVEN AVE
405867,1.0,SUSP-1,SUSPICIOUS - EVENT,2020-02-28,1719.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
406759,1.0,SERV-11,SERVICE - NATURAL DEATH,2020-02-24,0.0,2600 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,NATURAL DEATH,2600.0,FARMINGTON DR
407440,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-02-21,1923.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
407560,1.0,PARK-90Z-2,PARKING - OTHER PARKING VIOLATION,2020-02-20,2208.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,PARK,PARKING,OTHER PARKING VIOLATION,5900.0,NORTH KINGS HWY
408576,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-02-16,1637.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
411392,1.0,WEAP-520-9,WEAPONS - BRANDISHING,2020-02-03,1627.0, FORT DR / MONTICELLO RD,ALEXANDRIA,VA,22303.0,WEAP,WEAPONS,BRANDISHING,, FORT DR / MONTICELLO RD
413494,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-01-25,315.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,NORTH KINGS HWY
413496,1.0,SERV-2,SERVICE - CIVIL DISPUTE,2020-01-25,1130.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,CIVIL DISPUTE,2800.0,FARMINGTON DR
413717,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2020-01-24,0.0,6000 MONTICELLO RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,6000.0,MONTICELLO RD
413837,1.0,DRUG-35A-4,DRUGS - MARIJUANA POSSESSION,2020-01-24,850.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,MARIJUANA POSSESSION,2700.0,FORT DR
414611,2.0,SERV-32,SERVICE - STOLEN AUTO RECOVERY OTHER JURISDICTION,2020-01-20,1440.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,STOLEN AUTO RECOVERY OTHER JURISDICTION,2800.0,FAIRHAVEN AVE
414618,1.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2020-01-20,1440.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,2800.0,FAIRHAVEN AVE
415615,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-01-15,1420.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,EDGEHILL DR
416859,1.0,SUSP-1,SUSPICIOUS - EVENT,2020-01-09,307.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
416862,2.0,SERV-1,SERVICE - POLICE SERVICE,2020-01-09,307.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2800.0,FAIRHAVEN AVE
421522,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-12-18,1400.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,5900.0,NORTH KINGS HWY
423275,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2019-12-10,2010.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,5900.0,NORTH KINGS HWY
426374,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2019-11-26,1013.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2800.0,FAIRHAVEN AVE
426575,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2019-11-25,1900.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,2700.0,FARMINGTON DR
426595,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2019-11-25,1600.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,2800.0,FAIRHAVEN AVE
427097,2.0,DRUNK-90E-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2019-11-23,910.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUNK,DRUNK,DRUNK/PROFANE IN PUBLIC,2800.0,FAIRHAVEN AVE
427098,1.0,BURG-220-3,BURGLARY/BREAKING AND ENTERING,2019-11-23,910.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,BURG,BURGLARY/BREAKING AND ENTERING,,2800.0,FAIRHAVEN AVE
427841,1.0,LARC-23-4,LARCENY - THEFT FROM BUILDING,2019-11-19,,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM BUILDING,2800.0,FAIRHAVEN AVE
429973,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-11-09,1348.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
430912,1.0,DEST-290-7,DESTRUCTION - GRAFFITI,2019-11-05,854.0,2800 FORT DR,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,GRAFFITI,2800.0,FORT DR
430986,1.0,DEST-290-7,DESTRUCTION - GRAFFITI,2019-11-05,0.0,2800 FORT DR,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,GRAFFITI,2800.0,FORT DR
431040,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-11-05,1800.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,WILLIAMSBURG RD
433244,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-10-26,2146.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,NORTH KINGS HWY
433247,1.0,TRES-90J-6,TRESPASSING - OTHER,2019-10-26,2237.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,OTHER,5800.0,EDGEHILL DR
434678,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-10-19,1054.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,WILLIAMSBURG RD
435088,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-10-17,1344.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
436721,1.0,BURG-220-3,BURGLARY/BREAKING AND ENTERING,2019-10-10,352.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,BURG,BURGLARY/BREAKING AND ENTERING,,5900.0,NORTH KINGS HWY
436724,1.0,BURG-220-3,BURGLARY/BREAKING AND ENTERING,2019-10-10,300.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,BURG,BURGLARY/BREAKING AND ENTERING,,5900.0,NORTH KINGS HWY
437920,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2019-10-04,1700.0,2700 JEFFERSON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,2700.0,JEFFERSON DR
438232,1.0,FRAUD-26A-1,FRAUD - FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,2019-10-03,2300.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,5900.0,EDGEHILL DR
438307,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2019-10-03,1200.0,2600 JEFFERSON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,2600.0,JEFFERSON DR
438439,2.0,SERV-5,SERVICE - ANIMAL DESTROYED BY CHEMICAL,2019-10-02,844.0,2600 JEFFERSON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,ANIMAL DESTROYED BY CHEMICAL,2600.0,JEFFERSON DR
438440,1.0,ANML-4,ANIMAL - SERVICE - WILD,2019-10-02,844.0,2600 JEFFERSON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - WILD,2600.0,JEFFERSON DR
438696,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-10-01,2200.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
439193,1.0,DRUG-35B-3,DRUGS - RELATED - PARAPHERNALIA VIOLATION,2019-09-29,2238.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,RELATED - PARAPHERNALIA VIOLATION,2800.0,FAIRHAVEN AVE
439302,1.0,SERV-1,SERVICE - POLICE SERVICE,2019-09-29,1710.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2800.0,FAIRHAVEN AVE
440117,1.0,DRUG-35A-13,DRUGS - OTHER,2019-09-25,1930.0, FARMINGTON DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OTHER,, FARMINGTON DR / NORTH KINGS HWY
440911,1.0,ANML-90Z-7,ANIMAL - OTHER ANIMAL CODE VIOLATION,2019-09-22,2236.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,OTHER ANIMAL CODE VIOLATION,5900.0,NORTH KINGS HWY
440914,2.0,ANML-90Z-2,ANIMAL - RABIES CERTIFICATE VIOLATION,2019-09-22,2236.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RABIES CERTIFICATE VIOLATION,5900.0,NORTH KINGS HWY
440915,3.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2019-09-22,2236.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,5900.0,NORTH KINGS HWY
441266,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-09-20,220.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
441693,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-09-19,1818.0,2600 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2600.0,FARMINGTON DR
442006,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-09-17,427.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
442942,1.0,ANML-4,ANIMAL - SERVICE - WILD,2019-09-13,1043.0,2700 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - WILD,2700.0,ALBEMARLE DR
443349,1.0,AUTO-240-1,UNAUTHORIZED USE - AUTO,2019-09-11,200.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTO,5900.0,NORTH KINGS HWY
443353,1.0,PARK-90Z-2,PARKING - OTHER PARKING VIOLATION,2019-09-11,617.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,PARK,PARKING,OTHER PARKING VIOLATION,2800.0,FAIRHAVEN AVE
444894,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-09-05,700.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
446144,1.0,SERV-1,SERVICE - POLICE SERVICE,2019-08-30,1242.0,2700 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2700.0,ALBEMARLE DR
447218,1.0,LARC-23-10,LARCENY - THEFT OF SERVICES,2019-08-25,157.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT OF SERVICES,5900.0,NORTH KINGS HWY
447581,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2019-08-24,930.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2800.0,FAIRHAVEN AVE
450104,1.0,DRUG-35A-4,DRUGS - MARIJUANA POSSESSION,2019-08-12,2200.0,6000 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,MARIJUANA POSSESSION,6000.0,NORTH KINGS HWY
450635,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-08-10,2233.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
451714,1.0,ARSN-200-3,ARSON - MOTOR VEHICLE,2019-08-05,345.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,ARSN,ARSON,MOTOR VEHICLE,5900.0,EDGEHILL DR
451958,1.0,ARSN-200-3,ARSON - MOTOR VEHICLE,2019-08-04,2200.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,ARSN,ARSON,MOTOR VEHICLE,5900.0,EDGEHILL DR
453420,1.0,WARR-90Z-1,ORDER - VIOLATE EPO/PO/PPO,2019-07-28,1354.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,VIOLATE EPO/PO/PPO,2800.0,FAIRHAVEN AVE
453499,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-07-28,248.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,EDGEHILL CT
454545,1.0,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2019-07-23,2240.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,TELEPHONE THREATS/ABUSE/OBSCENE,5800.0,EDGEHILL DR
455863,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-07-17,1551.0,2700 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2700.0,ALBEMARLE DR
456518,1.0,LARC-23-4,LARCENY - THEFT FROM BUILDING,2019-07-15,2357.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM BUILDING,5800.0,MONTICELLO RD
456541,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-07-15,629.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5800.0,MONTICELLO RD
456600,1.0,ASSLT-13A-1,ASSAULT - AGGRAVATED,2019-07-14,157.0, FAIRHAVEN AVE / WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,AGGRAVATED,, FAIRHAVEN AVE / WILLIAMSBURG RD
457085,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-07-12,2243.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
459747,1.0,SERV-1,SERVICE - POLICE SERVICE,2019-06-30,513.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2800.0,FARMINGTON DR
459985,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-06-29,512.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
460607,1.0,DRUG-35A-4,DRUGS - MARIJUANA POSSESSION,2019-06-26,2346.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,MARIJUANA POSSESSION,2800.0,FAIRHAVEN AVE
461078,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-06-24,2343.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
461946,2.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2019-06-21,2036.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,2900.0,FARMINGTON DR
461962,1.0,ANML-720,ANIMAL - CRUELTY TO ANIMAL,2019-06-21,2036.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,CRUELTY TO ANIMAL,2900.0,FARMINGTON DR
462389,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-06-19,2155.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,NORTH KINGS HWY
464265,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-06-11,1906.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,6000.0,WILLIAMSBURG RD
464697,1.0,TAMP-290-3,TAMPERING - AUTO/TRUCK/OTHER VEHICLE,2019-06-09,,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,TAMP,TAMPERING,AUTO/TRUCK/OTHER VEHICLE,2800.0,FAIRHAVEN AVE
465321,1.0,BURG-220-1,BURGLARY - ATTEMPTED FORCIBLE ENTRY,2019-06-06,1900.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,BURG,BURGLARY/BREAKING AND ENTERING,ATTEMPTED FORCIBLE ENTRY,5900.0,EDGEHILL DR
465491,1.0,DRUG-35A-4,DRUGS - MARIJUANA POSSESSION,2019-06-05,2119.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,MARIJUANA POSSESSION,2800.0,FAIRHAVEN AVE
466244,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-06-02,530.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
467032,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-05-30,2125.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
467178,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-05-29,1137.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
467642,1.0,SUSP-2,SUSPICIOUS - PERSON,2019-05-27,30.0, FARMINGTON DR / TELEGRAPH RD,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,PERSON,, FARMINGTON DR / TELEGRAPH RD
468448,1.0,SERV-1,SERVICE - POLICE SERVICE,2019-05-24,1744.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,5900.0,WILLIAMSBURG RD
