,Number_offenses,Code,Code_Desc,Date,Time,Address,City,State,Zip,Code_Cat_abbrv,Crime Category,Crime Name,Address_numbers,Street_name
105556,1.0,WARR-90Z-1,ORDER - VIOLATE EPO/PO/PPO,2023-07-22,1532.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,WARR,WARRANT,VIOLATE EPO/PO/PPO,2800.0,FARMINGTON DR
107964,1.0,FRAUD-26A-1,FRAUD - FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,2023-07-13,1923.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,2800.0,FAIRHAVEN AVE
108550,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-07-10,1336.0,1800 EDGEHILL DR,ALEXANDRIA,VA,22307.0,DEST,DESTRUCTION,PRIVATE PROPERTY,1800.0,EDGEHILL DR
109179,1.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-07-08,, FORT DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,, FORT DR / NORTH KINGS HWY
110506,1.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2023-07-02,1002.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,6000.0,WILLIAMSBURG RD
110507,2.0,ANML-90Z-7,ANIMAL - OTHER ANIMAL CODE VIOLATION,2023-07-02,1002.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,OTHER ANIMAL CODE VIOLATION,6000.0,WILLIAMSBURG RD
110887,1.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2023-07-01,1644.0, FORT DR / MONTICELLO RD,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,, FORT DR / MONTICELLO RD
111809,1.0,TRES-90J-7,TRESPASSING - UNLAWFUL ENTRY,2023-06-27,1621.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,UNLAWFUL ENTRY,2800.0,FAIRHAVEN AVE
112388,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-06-25,2321.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5800.0,MONTICELLO RD
112601,1.0,SUSP-1,SUSPICIOUS - EVENT,2023-06-24,236.0,6000 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,6000.0,NORTH KINGS HWY
113542,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-06-20,358.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,5900.0,NORTH KINGS HWY
114364,1.0,DRUG-35A-1,DRUGS - OPIUM/COCAINE POSSESSION,2023-06-17,,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OPIUM/COCAINE POSSESSION,2800.0,FAIRHAVEN AVE
116009,1.0,SUSP-1,SUSPICIOUS - EVENT,2023-06-10,200.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
116097,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-06-10,1755.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FARMINGTON DR
116130,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-06-10,1800.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FARMINGTON DR
116293,1.0,SERV-1,SERVICE - POLICE SERVICE,2023-06-09,1525.0, FARMINGTON DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,, FARMINGTON DR / NORTH KINGS HWY
121451,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-05-21,2.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FARMINGTON DR
121835,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2023-05-19,1408.0,2800 FORT DR,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,2800.0,FORT DR
122086,1.0,ASSLT-13B-2,ASSAULT - SIMPLE ASSAULT ON LEO,2023-05-18,1944.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,SIMPLE ASSAULT ON LEO,2800.0,FAIRHAVEN AVE
122094,2.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2023-05-18,1944.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,2800.0,FAIRHAVEN AVE
122901,1.0,SERV-33,SERVICE - NON DMV REPORTABLE CRASH,2023-05-15,1154.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,NON DMV REPORTABLE CRASH,2800.0,FAIRHAVEN AVE
123528,1.0,LARC-23-4,LARCENY - THEFT FROM BUILDING,2023-05-13,1513.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM BUILDING,5900.0,NORTH KINGS HWY
123945,1.0,SERV-1,SERVICE - POLICE SERVICE,2023-05-11,1019.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2800.0,FARMINGTON DR
124168,1.0,SUSP-1,SUSPICIOUS - EVENT,2023-05-10,1731.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
124723,2.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-05-08,1706.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,5900.0,NORTH KINGS HWY
124724,1.0,DRUG-35A-1,DRUGS - OPIUM/COCAINE POSSESSION,2023-05-08,1706.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OPIUM/COCAINE POSSESSION,5900.0,NORTH KINGS HWY
125171,1.0,SERV-1,SERVICE - POLICE SERVICE,2023-05-06,1436.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,5900.0,MONTICELLO RD
125514,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-05-05,2351.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
125852,1.0,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2023-05-03,1315.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RUNNING AT LARGE/UNRESTRICTED,2800.0,FAIRHAVEN AVE
125853,2.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2023-05-03,1315.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,2800.0,FAIRHAVEN AVE
125970,1.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2023-05-03,2030.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,2800.0,FARMINGTON DR
126063,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-05-03,900.0,2700 JEFFERSON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,2700.0,JEFFERSON DR
126074,2.0,SERV-999,POLICE PHONE REPORT,2023-05-03,900.0,2700 JEFFERSON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2700.0,JEFFERSON DR
127864,1.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2023-04-25,910.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,2800.0,FAIRHAVEN AVE
128107,1.0,SERV-2,SERVICE - CIVIL DISPUTE,2023-04-25,1200.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,CIVIL DISPUTE,5800.0,EDGEHILL DR
129716,1.0,SUSP-1,SUSPICIOUS - EVENT,2023-04-18,2108.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
129717,2.0,SERV-999,POLICE PHONE REPORT,2023-04-18,2108.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FAIRHAVEN AVE
129863,1.0,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2023-04-18,1235.0, FARMINGTON DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DISORD,DISORDERLY,DISORDERLY CONDUCT,, FARMINGTON DR / NORTH KINGS HWY
130141,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-04-16,1517.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
130878,1.0,SERV-33,SERVICE - NON DMV REPORTABLE CRASH,2023-04-13,1636.0, FARMINGTON DR / TELEGRAPH RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,NON DMV REPORTABLE CRASH,, FARMINGTON DR / TELEGRAPH RD
130913,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2023-04-13,2204.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,5900.0,EDGEHILL CT
132001,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-04-09,1400.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2800.0,FAIRHAVEN AVE
133702,1.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2023-04-02,834.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,2800.0,FAIRHAVEN AVE
133820,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-04-01,1142.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
134930,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-03-28,2355.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
134978,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2023-03-28,1.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,2700.0,FORT DR
135049,1.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-03-28,1250.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,2800.0,FAIRHAVEN AVE
135137,1.0,SERV-37,SERVICE - MISSING JUVENILE,2023-03-27,441.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,MISSING JUVENILE,2800.0,FAIRHAVEN AVE
135508,1.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-03-26,943.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,5800.0,MONTICELLO RD
136021,1.0,SERV-1,SERVICE - POLICE SERVICE,2023-03-24,735.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2800.0,FARMINGTON DR
137181,2.0,FRAUD-26B-1,FRAUD - CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD,2023-03-19,1316.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD,6000.0,WILLIAMSBURG RD
137182,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-03-19,1316.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,6000.0,WILLIAMSBURG RD
137355,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-03-19,1922.0, JEFFERSON DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,, JEFFERSON DR / NORTH KINGS HWY
137675,3.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2023-03-17,54.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,2800.0,FARMINGTON DR
137700,2.0,DRUG-35A-1,DRUGS - OPIUM/COCAINE POSSESSION,2023-03-17,54.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OPIUM/COCAINE POSSESSION,2800.0,FARMINGTON DR
137710,1.0,ASSLT-13A-1,ASSAULT - AGGRAVATED,2023-03-17,54.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,AGGRAVATED,2800.0,FARMINGTON DR
138110,1.0,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2023-03-16,1726.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RUNNING AT LARGE/UNRESTRICTED,2900.0,FARMINGTON DR
139597,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-03-09,1510.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
140108,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-03-07,15.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
141608,1.0,SUSP-1,SUSPICIOUS - EVENT,2023-03-01,1142.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
142630,1.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2023-02-26,1743.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,2800.0,FAIRHAVEN AVE
142652,2.0,DEST-290-6,DESTRUCTION - OTHER,2023-02-25,1244.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,OTHER,5900.0,NORTH KINGS HWY
142669,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-02-25,1244.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,NORTH KINGS HWY
144375,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-02-18,852.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,NORTH KINGS HWY
144480,1.0,SUSP-2,SUSPICIOUS - PERSON,2023-02-18,2025.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,PERSON,5900.0,NORTH KINGS HWY
145155,1.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2023-02-15,1326.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,2800.0,FAIRHAVEN AVE
145521,2.0,SERV-999,POLICE PHONE REPORT,2023-02-14,0.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,6000.0,WILLIAMSBURG RD
145522,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-02-14,0.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,6000.0,WILLIAMSBURG RD
145523,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-02-14,1431.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,6000.0,WILLIAMSBURG RD
145656,1.0,BURG-220-2,BURGLARY - NO FORCE,2023-02-13,150.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,BURG,BURGLARY/BREAKING AND ENTERING,NO FORCE,5900.0,NORTH KINGS HWY
146597,1.0,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2023-02-10,1459.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,TELEPHONE THREATS/ABUSE/OBSCENE,2800.0,FAIRHAVEN AVE
147243,1.0,DRUG-35A-5,DRUGS - MARIJUANA POSSESS W/INT DIST,2023-02-07,2000.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,MARIJUANA POSSESS W/INT DIST,2900.0,FARMINGTON DR
148789,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-02-01,1756.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,2800.0,FAIRHAVEN AVE
149151,1.0,ANML-4,ANIMAL - SERVICE - WILD,2023-01-31,1658.0,2600 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - WILD,2600.0,FARMINGTON DR
149218,2.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-01-31,1219.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,5800.0,MONTICELLO RD
149219,1.0,DRUNK-90E-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2023-01-31,1219.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,DRUNK,DRUNK,DRUNK/PROFANE IN PUBLIC,5800.0,MONTICELLO RD
150775,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2023-01-25,1200.0,2800 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,2800.0,ALBEMARLE DR
152328,1.0,SUSP-1,SUSPICIOUS - EVENT,2023-01-19,2055.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
152348,1.0,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2023-01-19,910.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,TELEPHONE THREATS/ABUSE/OBSCENE,5900.0,NORTH KINGS HWY
153354,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-01-15,1915.0,2800 FORT DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FORT DR
154261,1.0,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2023-01-11,853.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,NON-FATAL OVERDOSE (NFO),2800.0,FAIRHAVEN AVE
154496,1.0,SERV-2,SERVICE - CIVIL DISPUTE,2023-01-10,1429.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,SERV,SERVICE,CIVIL DISPUTE,5900.0,EDGEHILL CT
154596,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2023-01-10,1200.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,5900.0,MONTICELLO RD
154701,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-01-09,2118.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
155124,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-01-07,1158.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
155921,1.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-01-04,844.0,2800 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,2800.0,ALBEMARLE DR
157492,1.0,SERV-1,SERVICE - POLICE SERVICE,2022-12-29,1636.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2800.0,FAIRHAVEN AVE
158361,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2022-12-25,244.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
158558,1.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2022-12-24,2057.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,2800.0,FAIRHAVEN AVE
158657,1.0,AUTO-240-4,AUTO THEFT - AUTOS,2022-12-23,2100.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,2700.0,FORT DR
158753,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2022-12-23,2019.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
159166,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2022-12-21,1200.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,2700.0,FORT DR
159322,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2022-12-20,1800.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
160584,1.0,SERV-2,SERVICE - CIVIL DISPUTE,2022-12-15,1200.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,CIVIL DISPUTE,5900.0,NORTH KINGS HWY
160662,4.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2022-12-15,2049.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
160663,3.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2022-12-15,2049.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,2800.0,FAIRHAVEN AVE
160668,2.0,DRUG-35B-4,DRUGS - RELATED - OTHER,2022-12-15,2049.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,RELATED - OTHER,2800.0,FAIRHAVEN AVE
160669,1.0,DRUG-35A-1,DRUGS - OPIUM/COCAINE POSSESSION,2022-12-15,2049.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OPIUM/COCAINE POSSESSION,2800.0,FAIRHAVEN AVE
163358,2.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2022-12-04,34.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
163385,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2022-12-04,34.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,5900.0,WILLIAMSBURG RD
163765,1.0,WARR-90Z-1,ORDER - VIOLATE EPO/PO/PPO,2022-12-02,1305.0,6000 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,WARR,WARRANT,VIOLATE EPO/PO/PPO,6000.0,NORTH KINGS HWY
163770,2.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2022-12-02,1305.0,6000 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,6000.0,NORTH KINGS HWY
164113,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2022-12-01,1836.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,NORTH KINGS HWY
164154,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2022-12-01,1650.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FARMINGTON DR
164241,1.0,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2022-12-01,246.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DISORD,DISORDERLY,DISORDERLY CONDUCT,5900.0,NORTH KINGS HWY
164952,1.0,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2022-11-28,1147.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DISORD,DISORDERLY,DISORDERLY CONDUCT,5900.0,NORTH KINGS HWY
165649,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2022-11-25,1125.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,5800.0,EDGEHILL DR
165913,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2022-11-23,358.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FARMINGTON DR
166712,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2022-11-20,706.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
166805,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2022-11-19,502.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,5900.0,NORTH KINGS HWY
167343,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2022-11-17,1930.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,2800.0,FAIRHAVEN AVE
167721,1.0,DRUG-35A-1,DRUGS - OPIUM/COCAINE POSSESSION,2022-11-15,643.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OPIUM/COCAINE POSSESSION,2800.0,FAIRHAVEN AVE
